"Código","Nome Município","Hepatite A 1999-2007","Hepatite A 2008","Hepatite A 2009","Hepatite A 2010","Hepatite A 2011","Hepatite A 2012","Hepatite A 2013","Hepatite A 2014","Hepatite A 2015","Hepatite A 2016","Hepatite A 2017","Hepatite A 2018","Hepatite A 2019","Hepatite A 2020","Tx Det Hep A 2008","Tx Det Hep A 2009","Tx Det Hep A 2010","Tx Det Hep A 2011","Tx Det Hep A 2012","Tx Det Hep A 2013","Tx Det Hep A 2014","Tx Det Hep A 2015","Tx Det Hep A 2016","Tx Det Hep A 2017","Tx Det Hep A 2018","Tx Det Hep A 2019","Tx Det Hep A 2020","Hep A M Total","Hep A M 1999-2007","Hep A M 2008","Hep A M 2009","Hep A M 2010","Hep A M 2011","Hep A M 2012","Hep A M 2013","Hep A M 2014","Hep A M 2015","Hep A M 2016","Hep A M 2017","Hep A M 2018","Hep A M 2019","Hep A M 2020","Tx Det M Hep A M 2008","Tx Det M Hep A M 2009","Tx Det M Hep A M 2010","Tx Det M Hep A M 2011","Tx Det M Hep A M 2012","Tx Det M Hep A M 2013","Tx Det M Hep A M 2014","Tx Det M Hep A M 2015","Tx Det M Hep A M 2016","Tx Det M Hep A M 2017","Tx Det M Hep A M 2018","Tx Det M Hep A M 2019","Tx Det M Hep A M 2020","Hep A F Total","Hep A F 1999-2007","Hep A F 2008","Hep A F 2009","Hep A F 2010","Hep A F 2011","Hep A F 2012","Hep A F 2013","Hep A F 2014","Hep A F 2015","Hep A F 2016","Hep A F 2017","Hep A F 2018","Hep A F 2019","Hep A F 2020","Tx Det F Hep A F 2008","Tx Det F Hep A F 2009","Tx Det F Hep A F 2010","Tx Det F Hep A F 2011","Tx Det F Hep A F 2012","Tx Det F Hep A F 2013","Tx Det F Hep A F 2014","Tx Det F Hep A F 2015","Tx Det F Hep A F 2016","Tx Det F Hep A F 2017","Tx Det F Hep A F 2018","Tx Det F Hep A F 2019","Tx Det F Hep A F 2020","Óbitos A Total","Óbitos A 2000-2007","Óbitos A 2008","Óbitos A 2009","Óbitos A 2010","Óbitos A 2011","Óbitos A 2012","Óbitos A 2013","Óbitos A 2014","Óbitos A 2015","Óbitos A 2016","Óbitos A 2017","Óbitos A 2018","Óbitos A 2019"
431570,"Rio Pardo",5,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,2.66021122077093,0,2.66219418044352,2.60844614862926,2.60919480248395,2.60994388620645,0,0,0,0,0,5,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,5.45911125668741,0,0,5.3450211128334,5.34444978889423,0,0,0,0,0,0,5,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.19345624513114,0,0,5.0999592003264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431575,"Riozinho",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431580,"Roca Sales",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.2678405931418,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.7336080929187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431590,"Rodeio Bonito",1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,34.0947834981248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,67.5675675675676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431595,"Rolador",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431600,"Rolante",5,0,2,0,0,0,0,0,1,0,0,0,0,0,0,9.8512461826421,0,0,0,0,0,4.82811896485129,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19.33114247052,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.65996908809892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431610,"Ronda Alta",2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9.78377849525487,0,0,0,0,9.49938254013489,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,19.9640646835696,0,0,0,0,19.3573364305072,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431620,"Rondinha",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431630,"Roque Gonzales",5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,13.883104262113,0,0,0,0,0,0,0,0,0,14.712373105782,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29.0107339715695,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27.9251605696733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431640,"Rosário do Sul",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431642,"Sagrada Família",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38.6548125241593,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,74.6825989544436,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431643,"Saldanha Marinho",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431645,"Salto do Jacuí",2,1,0,0,0,0,0,0,0,0,0,0,0,0,7.89577575996842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,15.6666144446185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431647,"Salvador das Missões",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431650,"Salvador do Sul",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431660,"Sananduva",3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.16865091604466,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.386968908708,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431670,"Santa Bárbara do Sul",5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.3472033584393,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.0269101393561,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
431673,"Santa Cecília do Sul",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431675,"Santa Clara do Sul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431680,"Santa Cruz do Sul",56,18,12,5,0,0,1,0,1,0,0,1,0,0,14.8554073682821,9.79975827262927,4.22390051869498,0,0,0.80665978316985,0,0.792173327524062,0,0,0.772636312361408,0,0,43,29,6,5,1,0,0,1,0,0,0,0,1,0,0,10.2495772049403,8.45537254371428,1.7561421070193,0,0,1.67720510541234,0,0,0,0,1.60893279487716,0,0,51,27,12,7,4,0,0,0,0,1,0,0,0,0,0,19.1604528253684,11.0553081272308,6.51137048070193,0,0,0,0,1.52545992616774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431690,"Santa Maria",142,1,0,5,3,1,3,0,0,1,0,0,1,0,0.37478168966577,0,1.915481302987,1.1434277677622,0.379273463752835,1.10467535432462,0,0,0.360851899163545,0,0,0.354455326222959,0,75,65,0,0,4,2,1,1,0,0,1,0,0,1,0,0,0,3.2353559700406,1.60943774292451,0.800749501533435,0.776337240897446,0,0,0.760236585625447,0,0,0.746307642936571,0,82,77,1,0,1,1,0,2,0,0,0,0,0,0,0,0.71553790562055,0,0.727817929066865,0.724102474982259,0,1.40092320839433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431695,"Santa Maria do Herval",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431697,"Santa Margarida do Sul",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431700,"Santana da Boa Vista",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431710,"Sant'Ana do Livramento",31,0,0,1,1,2,0,1,0,1,0,0,1,0,0,0,1.21265036864571,1.22218012490681,2.46311485504569,0,1.23453741882916,0,1.26101814605112,0,0,1.29824606956002,0,23,18,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,2.53961804144657,2.55950857435372,2.57938043282004,0,2.59114347161402,0,0,0,0,2.73522975929978,0,15,13,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2.35687855004832,0,0,0,2.4050024050024,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
431720,"Santa Rosa",14,0,0,0,4,0,0,0,0,0,1,2,0,0,0,0,0,5.80871888704946,0,0,0,0,0,1.37794190596924,2.74276937423717,0,0,10,6,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,5.94937085403219,0,0,0,0,0,2.81428531224496,2.79986560645089,0,0,11,8,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,5.67456376791034,0,0,0,0,0,0,2.68795527242427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431725,"Santa Tereza",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431730,"Santa Vitória do Palmar",88,0,1,2,13,0,0,1,0,0,0,0,0,0,0,3.16415643589419,6.45369474023879,42.1899847466978,0,0,3.25055259394097,0,0,0,0,0,0,59,48,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,12.9290839744004,58.5137507314219,0,0,0,0,0,0,0,0,0,46,40,0,1,0,4,0,0,1,0,0,0,0,0,0,0,6.38325035107877,0,25.9201658890617,0,0,6.46537790133833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431740,"Santiago",6,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1.95461386603077,0,2.04060810121416,0,0,0,0,2.01470736375541,2.01763412222828,0,0,0,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.18778005779136,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3.78143316316884,0,3.92711278667923,0,0,0,0,0,3.88983973860277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431750,"Santo Ângelo",27,2,0,1,1,0,0,0,0,0,0,0,0,0,2.64455816044534,0,1.31104555883317,1.31166463358648,0,0,0,0,0,0,0,0,0,19,16,2,0,1,0,0,0,0,0,0,0,0,0,0,5.4713574437818,0,2.73328595637676,0,0,0,0,0,0,0,0,0,0,12,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.52124145929456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431755,"Santo Antônio do Palma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431760,"Santo Antônio da Patrulha",7,3,0,0,0,1,0,1,0,0,0,2,0,1,7.63319932827846,0,0,0,2.49463653145737,0,2.4059282071023,0,0,0,4.6895516788595,0,2.31857175979597,6,1,3,0,0,0,0,0,1,0,0,0,0,0,1,15.2827305145186,0,0,0,0,0,4.83769532194862,0,0,0,0,0,4.67377079828005,9,6,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,4.96696965181543,0,0,0,0,0,9.31055351240631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431770,"Santo Antônio das Missões",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431775,"Santo Antônio do Planalto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431780,"Santo Augusto",9,2,0,0,0,0,0,0,0,0,0,0,0,0,14.3781452192667,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,14.6370023419204,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,14.1282848262221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431790,"Santo Cristo",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431795,"Santo Expedito do Sul",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40.9165302782324,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,81.1688311688312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431800,"São Borja",6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.61105830420003,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.28579877768285,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431805,"São Domingos do Sul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431810,"São Francisco de Assis",20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.2443885043004,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.3906899418121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431820,"São Francisco de Paula",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431830,"São Gabriel",85,5,10,0,0,1,0,0,0,0,0,0,0,0,8.40986308742894,16.8523230927383,0,0,1.65349383246801,0,0,0,0,0,0,0,0,53,42,3,7,0,0,1,0,0,0,0,0,0,0,0,10.3473252164316,24.1896468311563,0,0,3.39570104248022,0,0,0,0,0,0,0,0,48,43,2,3,0,0,0,0,0,0,0,0,0,0,0,6.56577262729392,9.86809644419591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431840,"São Jerônimo",29,1,0,0,0,0,0,0,0,0,0,0,0,0,4.71431265321516,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,1,0,0,0,0,0,0,0,0,0,0,0,0,9.35716290820623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431842,"São João da Urtiga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431843,"São João do Polêsine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431844,"São Jorge",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36.0490266762797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,71.6845878136201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431845,"São José das Missões",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,36.7647058823529,0,0,0,0,0,0,0,0,39.4166338194718,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,72.6216412490922,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80.2568218298555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431846,"São José do Herval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431848,"São José do Hortêncio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431849,"São José do Inhacorá",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431850,"São José do Norte",21,0,0,1,3,1,0,1,0,1,0,0,0,0,0,0,3.92110732070737,11.7027501462844,3.88183688521408,0,3.74363581910752,0,3.6930349361105,0,0,0,0,17,14,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,15.3033897008187,7.61498629302467,0,0,0,0,0,0,0,0,11,7,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,8,7.95798185580137,0,0,7.64175454684396,0,7.53977229887657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431860,"São José do Ouro",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.265335235378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0583613916947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431861,"São José do Sul",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431862,"São José dos Ausentes",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431870,"São Leopoldo",97,3,2,13,2,0,2,1,1,2,0,1,0,0,1.42758571462562,0.944907186491607,6.07229771074376,0.927368499146821,0,0.890781304281986,0.441240061067625,0.436965536528134,0.86580836197716,0,0.425627907570644,0,0,66,49,2,2,6,2,0,1,1,1,1,0,1,0,0,1.95882548823725,1.94664252829932,5.75583737840794,1.90454424256275,0,0.914277355178467,0.905879155720627,0.897166747411674,0.888983713818363,0,0.874309295656432,0,0,58,48,1,0,7,0,0,1,0,0,1,0,0,0,0,0.925557416954361,0,6.37261595885111,0,0,0.868462647421534,0,0,0.843810648890389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431880,"São Lourenço do Sul",10,1,0,3,0,1,0,0,0,0,0,0,0,0,2.30144300476399,0,6.95878082160005,0,2.32428412049089,0,0,0,0,0,0,0,0,6,4,1,0,1,0,0,0,0,0,0,0,0,0,0,4.59284434850503,0,4.62470517504509,0,0,0,0,0,0,0,0,0,0,9,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,9.30752047654505,0,4.66222201501236,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
